"Tag","Name","# lines","Ver.","Date of entry"
"093505","C413CS","231","1*","Feb. 2015"
"093506","HC5S","546","1*","Feb. 2018"
"094501","c-C6H5OH","133852","1*","Sep. 2013"
"094502","C534S","234","1*","Feb. 2015"
"094503","HC4CHS","378","1*","Feb. 2018"
"094504","H2C5S","205","1*","Mar. 2018"
"096501","cis-S2O2","14394","1*","Dec. 2014"
"097501","C8H","1264","1","July 2000"
"097502","C8H-","247","1*","Jan. 2007"
"097503","MgC6H","206","1*","Sep. 2021"
"097504","MgC6H+","100","1*","May 2023"
"098501","l-C8H2","219","1*","Jun. 2021"
"098502","MgC5N","208","1*","Sep. 2021"
"098503","C7N-","139","1*","Feb. 2023"
"098504","MgC5N+","100","1*","May 2023"
"099501","HC7N, v = 0","230","3*","Aug. 2020"
"099502","HC7N, v15 = 1","238","1","Oct. 2004"
"099503","HC7N, v15 = 2","356","1","Oct. 2004"
"099504","HC6NC","99","1*","Oct. 2020"
"100501","SiC6","99","1","Nov. 2000"
"100502","DC7N","99","1","Sep. 2004"
"100503","H13CC6N","99","1","Sep. 2004"
"100504","HC13CC5N","99","1","Sep. 2004"
"100505","HC213CC4N","99","1","Sep. 2004"
"100506","HC313CC3N","99","1","Sep. 2004"
"100507","HC413CC2N","99","1","Sep. 2004"
"100508","HC513CCN","99","1","Sep. 2004"
"100509","HC613CN","99","1","Sep. 2004"
"100510","HC715N","99","1","Sep. 2004"
"100511","HC7NH+","105","1*","Mar. 2022"
"101501","HC7O","1929","1*","Aug. 2017"
"102501","HC6CHO","148","1*","Feb. 2018"
"102502","c-C6H5CCH","21270","1*","Oct. 2018"
"103501","c-C6H5CN","23274","1*","Nov. 2009"
"104501","C6S","499","1*","Jan. 2018"
"105502","YO","236","1*","Sep. 2012"
"106501","c-C6H5CHO","59904","1*","Apr. 2017"
"108501","c-C6H5OCH3","43582","1*","Apr. 2017"
"109501","C9H","820","1","July 2000"
"112501","CH3C8H","1027","1","Apr. 2004"
"113501","CH3C7N","1029","1","Apr. 2004"
"116501","C7S","344","1*","Feb. 2015"
"116502","c-C9H8","6655","1*","May 2021"
"117501","HC7S","1196","1*","Feb. 2018"
"121501","C10H","354","1","July 2000"
"121502","YS","593","1*","Sep. 2012"
"121503","C10H-","200","2*","Sep. 2023"
"123501","HC9N, v = 0","172","2*","July 2020"
"124501","DC9N","176","1*","July 2020"
"124502","H13CC8N","175","1*","July 2020"
"124503","HC13CC7N","174","1*","July 2020"
"124504","HC213CC6N","173","1*","July 2020"
"124505","HC313CC5N","172","1*","July 2020"
"124506","HC413CC4N","172","1*","July 2020"
"124507","HC513CC3N","172","1*","July 2020"
"124508","HC613CC2N","172","1*","July 2020"
"124509","HC713CCN","173","1*","July 2020"
"124510","HC813CN","174","1*","July 2020"
"124511","HC915N","176","1*","July 2020"
"127501","C6H5C3N","42409","1*","Feb. 2023"
"127502","1-CN-4-CCH-C6H4","28744","1*","Mar. 2023"
"127503","1-CN-2-CCH-C6H4","104614","1*","Mar. 2023"
"127504","1-CN-3-CCH-C6H4","85256","1*","Mar. 2023"
"128501","c-C10H8","25249","1*","Oct. 2021"
"137501","CH3C9N","1379","1","Apr. 2004"
"140501","C9S","224","1*","Jan. 2018"
"145501","C12H","568","1*","Feb. 2023"
"147501","HC11N","150","1","Oct. 2004"
"152501","c-C12H8","11561","1*","Oct. 2021"
"154501","c-C12H10","63748","1*","Oct. 2021"
"166501","c-C13H10","31361","1*","Oct. 2021"
"171501","HC13N","199","1","Apr. 2003"
